movieId,rating_user1,rating_user2,rating_user3,aggregation_score,pairwise_disagreement,final_score
2018,5.0,4.213028271077702,0.5,3.237676090359234,3.0,3.1426056542155405
1587,5.0,1.7344820487055124,4.5,3.7448273495685043,2.1770119675296584,3.1177011967529658
3703,5.0,3.402529619328112,5.0,4.46750987310937,1.0649802537812587,3.1064980253781256
2387,5.0,5.0,3.7610336671531375,4.587011222384379,0.8259775552312416,3.082597755523124
527,5.0,3.794002110269318,0.5,3.098000703423106,3.0,3.0588004220538636
1090,4.0,5.0,1.4194795561808444,3.4731598520602813,2.3870136292127704,3.038701362921277
2542,5.0,4.88984482791938,5.0,4.96328160930646,0.07343678138707983,3.0073436781387075
151,5.0,4.492473545643655,3.42361658076497,4.3053633754695415,1.05092227949002,3.0035869370777326
2078,5.0,4.004024232352316,4.680513223333982,4.561512485228766,0.6639838450984558,3.002501029176642
4011,4.24197795917737,4.562851244125646,5.0,4.601609734434338,0.5053480272150868,2.9631050515466373
1270,5.0,4.300748027819473,3.4971662668089656,4.265971431542813,1.0018891554606895,2.960338521109964
216,5.0,4.492473545643655,4.612495188560811,4.701656244734822,0.3383509695708966,2.9563341346692513
1240,5.0,3.9963957205522265,2.694272623639868,3.8968894480640315,1.537151584240088,2.9529943025344543
913,4.642816723616341,3.1151781944188053,4.776915651406115,4.178303523147087,1.107824971324873,2.9501121024182013
50,5.0,4.008465789751418,3.068980764702552,4.025815518151323,1.2873461568649651,2.9304277736367803
89774,4.013390240479473,5.0,3.2150636310082383,4.076151290495904,1.189957579327841,2.9216738060286787
3034,5.0,4.213028271077702,3.865254806545697,4.359427692541133,0.7564967956362019,2.9182553337791606
3793,5.0,3.030827527174237,3.927881714430379,3.9862364138682054,1.3127816485505086,2.9168545077411263
55276,4.642816723616341,3.69334984283656,4.776915651406115,4.371027405953005,0.7223772057130363,2.9115673258570176
457,5.0,3.345547035919072,3.982249007090293,4.109265347669788,1.1029686427206187,2.90674666569012
2858,5.0,3.4087889181335336,3.999804767536323,4.136197895223286,1.0608073879109776,2.9060416922983627
1291,5.0,3.526667502386112,3.9885774790325192,4.171748327139544,0.9822216650759252,2.8959376623140964
60756,4.013390240479473,5.0,3.617473777292105,4.21028800592386,0.92168414847193,2.8948464629430877
3671,5.0,4.114141267050019,3.9216001652215216,4.345247144090513,0.7189332231856522,2.894721575728569
1206,5.0,3.69334984283656,4.025102985686248,4.239484276174269,0.8711001047756266,2.8921306076148126
106782,3.083764144092264,5.0,3.821288381489176,3.9683508418604796,1.2774905706051574,2.892006733358351
47,5.0,3.964596724849888,3.6132318897504607,4.192609538200116,0.9245120734996928,2.885370552319946
260,5.0,3.9450690851116574,3.568439932998381,4.171169672703346,0.9543733780010794,2.8844511548224396
3578,5.0,4.0,3.750301468328697,4.250100489442899,0.8331323544475353,2.8833132354447537
2329,5.0,3.779137074206748,3.9897651895164974,4.256300754574415,0.8139086171955014,2.8793438996228495
1213,5.0,3.8485850584840167,4.003346585476322,4.283977214653446,0.7676099610106555,2.87743031319633
608,5.0,3.694643941911573,2.9240399489752376,3.8728946302956033,1.3839733673498416,2.877326125117299
2529,5.0,3.327967690196912,1.8271087645749864,3.385025484923966,2.1152608236166754,2.87711962040105
2324,3.6137864858231072,5.0,2.6962231468807984,3.770003210901302,1.5358512354128009,2.8763424207059014
333,5.0,4.0,3.896485940256743,4.298828646752248,0.735676039828838,2.8735676039828837
2716,5.0,3.878201068856056,3.58168666157586,4.153295910143972,0.9455422256160935,2.8701944363328207
1196,5.0,3.688666765598521,3.900389338228316,4.196352034608946,0.8742221562676527,2.8675000832724287
3147,5.0,3.779137074206748,3.3436835925207253,4.040940222242491,1.1042109383195164,2.866248508673301
2959,5.0,3.919393735277791,3.778472740380225,4.2326221585526715,0.8143515064131833,2.8653138976968764
2987,5.0,3.656391987161419,3.0311657942905743,3.895852593817331,1.312556137139617,2.862534011146245
2761,5.0,3.844064619606176,3.5957173770821798,4.146593998896118,0.9361884152785468,2.8624317654490894
1625,5.0,3.550289712027137,3.8014880861798113,4.117259266068983,0.9664735253152419,2.8569449697674862
122882,3.4456998619083814,5.0,3.7610336671531375,4.068911176353839,1.036200092061079,2.855826742636735
553,5.0,3.28644163385807,3.6825790670112655,3.9896735669564456,1.14237224409462,2.8507530378117156
1411,3.1142042734019637,5.0,1.5899963857791843,3.2347335530603822,2.273335742813877,2.85017442896178
1198,5.0,3.761650909595645,3.59466743193271,4.118772780509452,0.9368883787115267,2.8460190197902815
1210,5.0,3.789432262343064,3.6954534732167454,4.161628578519937,0.8696976845221697,2.84485622092083
924,2.7376107254010056,5.0,3.465769742791314,3.7344601560641064,1.5082595163993295,2.8439799001981956
2115,5.0,3.526667502386112,3.7168246734364248,4.081164058607512,0.9822216650759252,2.841587101194877
1275,5.0,3.6908981816073743,3.5,4.0636327272024575,1.0,2.8381796363214744
1089,5.0,3.577734580259994,3.336010882527101,3.971248487595698,1.1093260783152659,2.826479523883525
2090,5.0,2.59004038725386,0.5,2.6966801290846205,3.0,2.8180080774507728
1573,5.0,2.463683831037846,3.2349803984876457,3.5662214098418303,1.690877445974769,2.8160838242950055
2571,5.0,3.499851579838065,3.297856229441525,3.9325692697598633,1.13476251370565,2.813446567338178
1653,3.1259875508738326,5.0,2.234737972969129,3.45357517461432,1.8435080180205807,2.8095483119768243
2502,5.0,3.432638280172675,3.515984935129723,3.9828744051007994,1.0449078132182166,2.8076877683477663
2700,5.0,3.204666890308325,3.4387950026847163,3.881153964331014,1.19688873979445,2.8074478745163884
2641,5.0,2.4919515352953683,3.188088168688038,3.560013234661135,1.6720323098030878,2.804820864717916
2692,5.0,3.155711779341249,3.353404458758995,3.836372079366748,1.2295254804391673,2.7936334397957157
3253,5.0,3.183487978188176,3.336010882527101,3.8398329535717592,1.2110080145412159,2.788302977959542
3052,5.0,2.733589156710477,3.184403242572611,3.6393307997610296,1.5109405621930154,2.7879747047338235
2470,5.0,2.4919515352953683,3.0266840884182016,3.5062118745711897,1.6720323098030878,2.7725400486639487
2005,5.0,3.0452735318556883,2.5542247496351465,3.5331660938302782,1.630516833576569,2.772106389728794
163,5.0,2.7147317616638227,3.069959354614078,3.5948970387593,1.5235121588907847,2.7663430868118937
2580,5.0,3.126947155706502,2.961853958029289,3.6962670379119302,1.358764027980474,2.7612658339393477
2427,5.0,2.5779549777359403,1.460666755115952,3.012873910950631,2.3595554965893655,2.751546545206125
2116,5.0,2.172032309803088,2.812884010961611,3.3283054402548995,1.885311793464608,2.751107981538783
32,4.622463789801293,4.024393649320864,3.2508763059333803,3.9659112483518455,0.9143916559119415,2.745303411375884
2948,5.0,2.5617158721176225,2.8551013458076677,3.472272405975097,1.625522751921585,2.733572544353692
1092,5.0,2.837719756741772,2.5207524657388167,3.452824074160196,1.6528316895074555,2.7328271202991
231,5.0,2.7538919888903166,2.85133286617119,3.5350749516871693,1.497405340739789,2.7200071073082173
1517,5.0,2.6329748612824075,2.7991666487423656,3.477380503341591,1.5780167591450616,2.717635005662979
44665,3.488475179493002,4.471836750468609,4.217156648406172,4.059156192789261,0.6555743806504044,2.6977234679337183
4223,4.619669816792499,3.327967690196912,3.0266840884182016,3.6581071984692044,1.0619904855828652,2.6196605133146686
58559,3.7713098270582073,4.5,3.574728070474959,3.9486792991777224,0.6168479530166939,2.6159467607133107
68157,3.6363253613796407,4.5,3.2098445688979638,3.782056643425868,0.8601036207346908,2.613275434349397
80489,3.6363253613796407,4.5,3.434313296812344,3.856879552730662,0.710457802125104,2.5983108524884386
4015,2.734345421293337,4.01950413308972,4.151269299315386,3.6350396178994813,0.944615918681366,2.558870138212235
1704,3.162126121943746,4.5,3.3099338559797644,3.6573533259745035,0.8919159187041693,2.5511783630663696
3083,3.709635847778361,4.3466749214182805,3.353404458758995,3.8032384093185456,0.6621803084395236,2.546815168966937
2273,4.0,2.845185516060416,4.135963889533965,3.6603831351981273,0.8605189156490326,2.540437447378489
1590,3.487848200977705,4.190350413503394,1.7228876251824266,3.1336954132211754,1.644975192213978,2.538207324818296
6333,3.488475179493002,3.426056542155405,4.4087299961830215,3.774420572610476,0.6551156360184109,2.52669859797365
91529,3.788822540224513,3.5,4.289172304219358,3.8593316148146237,0.5261148694795719,2.5260449166806027
3996,3.793039642851365,3.767576594137,4.306965621307113,3.9558606194318258,0.35959268478007544,2.5173534455711257
3615,2.7376107254010056,3.209617577151249,4.373314399616657,3.4401809007229702,1.0904691161437674,2.500296186891289
3555,4.242604937692668,3.114966381205222,3.5580559828283733,3.638542433908755,0.7517590376582977,2.483829075408572
6,4.0,2.837719756741772,3.983307241322205,3.6070089993546586,0.7748534955054854,2.4741467978149894
48,2.0681110845104143,3.844142746115868,3.949208331236475,3.2871540539542523,1.2540648311507072,2.473918364832834
8360,3.555203630199548,4.230306458216584,3.2528161625989176,3.6794420836716832,0.6516601970784445,2.4683293290343875
6539,3.421680524094916,4.124905295653153,3.839958975952994,3.7955149319003545,0.46881651437215766,2.464835564889076
5991,3.709635847778361,4.148520225081708,3.336010882527101,3.731388985129057,0.5416728950364048,2.455502549091996
3527,4.0,3.93752294730333,3.0266840884182016,3.6547356785738443,0.6488772743878656,2.4523923168994526
2640,4.0,3.519514869852558,1.8271087645749864,3.1155412114758483,1.448594156950009,2.4487623896655126
1207,4.196186398907181,3.533186271869577,3.3099338559797644,3.6797688422521744,0.5908350286182777,2.4441953167986155
2717,3.679801592051712,4.163983845098455,3.5957173770821798,3.8131676047441156,0.3788443120108503,2.43943828765081
6874,3.5448151969092736,4.0,4.003201739082881,3.849338978664052,0.3055910281157382,2.4318397984447264
785,4.369403878381614,2.618073715845939,1.965200543505611,2.9842260459110546,1.6028022232506687,2.4316565168469
74458,2.834432342827748,4.0,3.765935376201997,3.533455906343248,0.7770451047815012,2.430891585718549
1276,3.888686965416676,3.1151781944188053,3.96165723461783,3.655174131484437,0.564319360132683,2.4188322229437356
6537,3.488475179493002,3.255727834192544,4.151269299315386,3.631824104333644,0.5970276434152277,2.4179055199662773
4016,3.953435480009576,3.844064619606176,2.9842946633112764,3.5939315876423428,0.6460938777988663,2.4147965037049524
349,4.0,2.9487892758414898,3.710496201494199,3.5530951591118964,0.7008071494390068,2.4121799552427405
1219,2.0,3.100159857516912,4.125192272768049,3.0751173767616535,1.4167948485120327,2.4117883654618053
7153,3.4346165200577654,4.137931478801587,3.20316868781707,3.5919055622254743,0.6231751939896777,2.4044134149311556
733,4.0,2.9580587687921245,3.642609606881788,3.5335561252246372,0.6946274874719169,2.397984670123549
46578,4.035529184918699,3.69334984283656,3.7995530800995607,3.8428107026182734,0.22811956138809286,2.396934246126201
5378,3.974383528848456,3.426056542155405,3.8511725706642017,3.7505375472226876,0.3655513244620341,2.3965430581184264
4306,3.676766828466356,4.064464764002734,3.54591549832289,3.7623823635973266,0.34569951045322933,2.3957092223396876
2012,4.0,3.882739950368702,3.743640090921243,3.875460013763315,0.17090660605250463,2.3936386506789904
356,4.0,3.3501073550104765,3.743790004704182,3.6979657865715527,0.43326176332634897,2.392084177273471
4979,4.035529184918699,3.5649181139886723,3.728051961940228,3.7761664202825336,0.31374071395335135,2.3911961377508604
3744,4.0,2.504227581745605,3.447033432677737,3.3170870048077803,0.9971816121695968,2.3891248477525067
48516,3.5598875712285896,4.0,3.7933628490590654,3.7844168067625517,0.2934082858476069,2.388013398396574
235,4.0,3.656457390742111,3.797236771772528,3.8178980541715464,0.22902840617192588,2.382350194971698
1214,4.0,3.0625607881548174,3.5789442346202764,3.5471683409250314,0.624959474563455,2.3782847943804004
1747,3.658547081486344,3.0840499333320457,3.96165723461783,3.568084749812073,0.5850715341905227,2.3748794635634525
1552,4.0,2.419711679291,3.336010882527101,3.2519075206060335,1.0535255471393334,2.3725547312193536
5816,3.8735227858466255,3.844064619606176,3.059916351773285,3.5925012524086957,0.542404289382227,2.372462467198108
54286,2.947646410963149,4.053828673017836,3.385733640664923,3.462402908215303,0.7374548413697914,2.3724236814770983
590,4.0,3.300610837697704,3.623445398288709,3.6413520786621376,0.46625944153486404,2.371315023811228
2000,4.0,3.376066846242896,3.642609606881788,3.672892151041561,0.4159554358380693,2.370117464960164
1193,3.802139346081457,3.400939446856801,3.92924434174572,3.710774378227993,0.3522032632592792,2.3673459322405073
2028,4.0,3.644268582753503,3.506450543006252,3.716906375253252,0.3290329713291653,2.3617570136836172
3499,3.868334031601629,2.811311146533808,3.717563064373907,3.465736080836448,0.7046819233785471,2.3613144178532877
110,4.0,3.62572002424584,3.670832668408964,3.765517564218268,0.24951998383610677,2.359118532065404
367,4.0,3.3976689128904027,2.8063553946050006,3.4013414358318013,0.7957630702633329,2.359110089604414
593,4.0,3.4381017758053503,3.595948415740056,3.6780167305151354,0.3745988161297665,2.3566495647609877
272,3.134557207217012,4.016529490722229,2.257984375396858,3.136357024445367,1.172363410216914,2.3507595787539857
6378,3.111410300393169,3.601496055638948,3.9321492853368936,3.548351880456337,0.5471593232958165,2.3478748575921284
1265,4.0,2.5251128418544324,3.243677186603593,3.2562633428193415,0.9832581054303784,2.3470612478637563
858,3.883367868376083,3.718107485743,3.15460101932248,3.5853587911471876,0.48584456603573517,2.345553101102607
2490,3.6152741201819487,2.867122044899878,3.879254962723732,3.4538837092685193,0.6747552785492357,2.342232336980806
4367,2.734345421293337,2.058479837827848,4.135963889533965,2.976263049551717,1.3849893678040779,2.339753576852661
480,4.0,3.233577803033552,3.430115306559141,3.554564369864231,0.5109481313109653,2.3371178744429244
3617,4.0,3.183487978188176,2.505447055957396,3.2296450113818573,0.9963686293617361,2.3363344585738086
3751,3.576370600909744,3.789567881262841,2.2510262622486463,3.205654914807077,1.0256944126761296,2.333670713954698
112552,3.0557761785228506,4.0,3.353404458758995,3.469726879093949,0.629482547651433,2.3336291465169423
2628,4.0,2.857780846000138,3.2847041542517723,3.3808283334173033,0.761479435999908,2.333088774450345
3785,3.4917404836006702,3.959873722595808,3.201147780782016,3.5509206623261647,0.5058172945425279,2.33287931521271
3753,3.8521515907032327,3.212590595512017,3.743640090921243,3.602794092378831,0.4263739967941437,2.332226054144956
1,4.0,3.423855612922217,3.3019918816258738,3.575282498182697,0.4653387455827508,2.3313049971427184
1221,3.883367868376083,3.6345058702528457,3.2386998099014326,3.5855245161767875,0.42977870564976683,2.323226191965979
551,3.199305721809912,4.027504644299173,2.9819783549842427,3.402929573697776,0.6970175262099533,2.3205647547026467
5989,2.407447779860884,3.844064619606176,3.434313296812344,3.2286085654264682,0.9577445598301946,2.3202629631879588
2763,3.888686965416676,2.7998044406655205,3.4526081631531538,3.3803665230784503,0.7259216831674369,2.3185885871140446
6377,3.3633594701081395,3.70689721820238,3.858130505994312,3.6427957314349437,0.3298473572574482,2.3176163817639455
592,4.0,2.963135426385319,3.2378686889941486,3.4003347051264896,0.6912430490764541,2.3166980427064754
4896,3.7797693977001554,3.844064619606176,3.58168666157586,3.735173559627397,0.17491863868687751,2.311071591251189
3755,3.4917404836006702,3.844064619606176,2.7804589602938954,3.3720880211669138,0.7090704395415204,2.3068809885167565
79132,3.224881329374017,4.0,3.194274142640426,3.4730518240048145,0.5371505715730491,2.2986913230321084
3624,3.744147885473244,3.003586556786632,3.728334681139822,3.492023041133233,0.49370755245774145,2.2926968456630363
552,4.0,3.106478892924325,3.14663094697284,3.4177032799657217,0.5956807380504499,2.288894263199613
5218,3.377062237889336,3.931784376347948,3.3447076706430483,3.5511847616267773,0.391384470469933,2.2872646451640395
168,3.679801592051712,3.5572572756334764,3.831245789159112,3.689434885614767,0.1826590090170903,2.286724534975696
223,3.0,3.4241900870312616,3.8551209991948063,3.4264370287420225,0.5700806661298708,2.2838944836971615
3717,2.990018127273579,3.2000901994972244,3.9321492853368936,3.374085870702565,0.6280874387088764,2.2756864979050895
4878,2.191342501562609,2.857333687935016,3.964049492192994,3.004241893896873,1.1818046604202568,2.2752670005062265
99114,3.15463344950902,3.5,3.821288381489176,3.4919739436660655,0.444436621320104,2.2729590147276806
256,3.679801592051712,3.5572572756334764,3.797236771772528,3.6780985464859057,0.1599863307593677,2.2708536601952902
2054,4.0,2.182684754882388,2.7263207060540484,2.969668486978812,1.2115434967450747,2.266418490885317
1805,4.0,2.248033778430501,0.7747379689909001,2.3409239158071338,2.1501746873394,2.2646242244200403
8368,3.8201669594054897,3.3942903033150404,3.039862582406522,3.4181066150423507,0.5202029179993117,2.258945136225135
1127,4.0,2.9038404355934184,2.9283816741329587,3.2774073699087922,0.730773042937721,2.2587536391203638
364,3.199305721809912,3.754819315908508,3.598097460378967,3.5174074993657953,0.37034239606573066,2.2585814580457693
337,3.4917404836006702,3.5033457084000563,3.81779909743826,3.6042950964796625,0.21737240922505988,2.2495260215778212
1962,3.134557207217012,1.655935380393824,3.709641416384693,2.833378001331843,1.3691373573272458,2.247681743730004
4018,3.302736712951879,3.601496055638948,3.743640090921243,3.54929095317069,0.2939355853129092,2.2471488060275773
318,3.684563786264246,3.0,3.611729804923562,3.4320978637292696,0.4563758575094973,2.2418090612413604
3948,2.466124012449126,3.730512147630936,3.32070547274568,3.172447210941914,0.84292542345454,2.2406384959469645
4027,3.865540058592835,3.201169384009836,3.133949914448191,3.4002197856836207,0.48772676276309596,2.235222576515411
1721,3.908315849150776,2.719765744358307,2.0075814865671644,2.8785543600254164,1.2671562417224076,2.233995112704213
3175,2.107014603782619,3.539982790804014,3.5580559828283733,3.068351125805002,0.9673609193638362,2.2279550432285355
4993,3.4346165200577654,3.5419546671892688,3.7263666844606393,3.567645957235891,0.19450010960191594,2.2183876181823012
2396,3.781252737114396,2.816705203206565,3.133949914448191,3.243969284923051,0.6430316892718873,2.2035942466625853
2724,2.107014603782619,3.411186689597866,3.5580559828283733,3.0254190920696193,0.9673609193638362,2.202195822987306
239,3.953435480009576,2.21613630867916,1.351461521407674,2.50701110336547,1.7346493057346013,2.1980663843131225
4226,1.788793141124911,3.3652295369520777,3.5003618448511222,2.884794840976037,1.1410458024841408,2.1872952255792786
4720,3.488475179493002,3.008048464704632,3.621635210848217,3.3727196183486168,0.4090578307623899,2.187254903314126
5349,3.554326751938633,1.7798077861940005,3.21053812177282,2.8482242199684844,1.1830126438297548,2.1821395895129925
1947,3.888686965416676,2.69492241395969,2.6464971795352747,3.07670218630388,0.828126523920934,2.1772719213507017
5952,3.6452602975479222,3.382771511889119,3.06394365298936,3.3639918208088004,0.3875444297057081,2.1734128643675636
5418,2.7481772453836983,2.59004038725386,3.8419425052064855,3.060053379281348,0.8346014119684169,2.1698725923561755
2455,1.6262976908176812,4.163983845098455,1.515881984252977,2.435387840056371,1.7654012405636519,2.1673932002592835
109487,3.264641942544154,3.0,3.643800864590125,3.3028142690447595,0.42920057639341663,2.153368791984222
91658,2.128065844980311,2.5,3.8419425052064855,2.823336116728932,1.142584440150783,2.1510354460976724
2657,3.0,3.568406193890889,1.7228876251824266,2.7637646063577717,1.2303457124723083,2.150397048803586
71535,2.505130724080144,3.0,3.65792819631878,3.054352973466308,0.7685316481590905,2.140024443343421
736,3.0,1.6614287254170543,3.530242886111689,2.7305572038429147,1.2458761071297562,2.1366847651576513
5445,2.734345421293337,3.730512147630936,2.86581098130481,3.110222850076361,0.6641111508917327,2.1317781704025096
648,3.0,2.8072536006682043,3.661517092087777,3.1562568975853273,0.569508994279715,2.121557736263082
903,3.134557207217012,3.5181679349676838,2.282939187005195,2.97855477639663,0.8234858319749924,2.116527198627975
8798,2.882195603179976,3.5,3.324688463910291,3.235628022363423,0.411869597880016,2.10612465257006
5502,3.488475179493002,3.377012116176158,3.0266840884182016,3.297390461362454,0.30786072738320025,2.1015785677707526
2428,2.3751083519767526,1.655935380393824,3.709383214038239,2.580142315469605,1.36896522242961,2.095671478253607
5679,3.488475179493002,3.30477226017179,3.3851620896697225,3.3928031764448385,0.1224686128808079,2.0846693510192265
2683,3.6152741201819487,2.6472759216656128,2.8273511900935038,3.0299670773136884,0.6453321323442239,2.0761130993259025
1258,3.0,2.90995961274614,3.5759381805931256,3.1619659311130888,0.4439857118979905,2.0747738434270495
1961,3.6152741201819487,2.558274148413496,2.7263207060540484,2.9666229915498312,0.704666647845635,2.0618404540681525
293,3.658464305818866,1.99594409487316,2.3437362019673875,2.6660482008864714,1.1083468072971376,2.042967643450738
48394,3.25027882785462,3.2753417653857886,3.434313296812344,3.3199779633509174,0.12268964597181586,2.041062636399277
6016,3.332570968678528,3.404264018627683,3.353404458758995,3.363413148688402,0.04779536663276988,2.037166035866149
4886,3.536019508955027,2.468756105270246,2.735364008266602,2.913379874163958,0.7115089357898541,2.0326314988143164
5065,3.488475179493002,2.765479900737404,2.9283816741329587,3.0607789181211214,0.48199685250373214,2.029266091874166
4238,3.488475179493002,2.765479900737404,2.9283816741329587,3.0607789181211214,0.48199685250373214,2.029266091874166
1357,3.937993995479446,1.1277721308624322,1.33133712445272,2.132367750264866,1.8734812430780092,2.028813147390123
2617,2.0,2.572395195133391,3.524520076942751,2.698971757358714,1.016346717961834,2.025921741599962
3977,2.73371844277804,2.7727376791824265,3.524520076942751,3.010325399634406,0.5272010894431407,2.0170756755579
410,3.491269152501796,2.6381990107043785,2.8039824312103505,2.9778168648055083,0.568713427864945,2.0141754900292828
595,2.82224084271008,3.470686702461267,2.9035237570626755,3.0654837674113407,0.4322972398341248,2.0122091563804543
5400,2.734345421293337,3.183487978188176,3.336010882527101,3.084614760669538,0.4011103074891761,2.0112129793973934
296,3.0,3.389586231605473,2.630008012119942,3.006531414575138,0.5063854796570206,2.006473040607891
3618,3.4917404836006702,2.5751705346963227,2.7427975660400885,2.936569528112361,0.6110466326028983,2.0063603699085757
3863,3.487848200977705,2.701009180020129,2.619054880024059,2.9359707536739648,0.5791955473024306,1.993260671125351
5903,3.111410300393169,3.327967690196912,3.1900442735885983,3.209807421392893,0.1443715932024956,1.983633090116734
588,2.82224084271008,3.2856634014003383,3.142728673476133,3.083544305862184,0.3089483724601723,1.973705932501379
1580,3.0,3.245017278008855,3.2558384186265554,3.16695189887847,0.17055894575103694,1.9683947176274967
515,3.442056640707516,2.5520396529401537,2.234737972969129,2.742944755538933,0.8048791118255914,1.9677184980535962
39,2.925671833852047,2.760482916940424,3.34613427756255,3.0107630094516735,0.39043424041475056,1.9626315018369043
3300,3.3055205914230017,2.9853706071303234,3.0266840884182016,3.105858428990509,0.2134333228617855,1.9488883865390196
4270,3.111410300393169,1.6327399503687017,2.9283816741329587,2.5575106416316093,0.9857802333496447,1.9288184783188234
3114,2.82224084271008,3.2003220365024307,3.0622271121560147,3.0282633304561752,0.2520541291949006,1.9177796499516653
277,2.1715420756523818,3.1392491981827044,2.9819783549842427,2.7642565429397763,0.6451380816868817,1.9166091584386185
316,3.0,2.428720313249483,3.166990590302009,2.8652369678504974,0.49218018470168384,1.916014254590972
1584,2.6879268825078517,1.655935380393824,3.1740574531817174,2.505973238694464,1.0120813818585956,1.9084164959601166
4025,3.111410300393169,3.095768221446404,2.5897039681908023,2.9322941633434585,0.3478042214682443,1.8984981865933728
5481,2.3572805421935046,2.050748027819474,3.336010882527101,2.5813464841800267,0.8568419031384181,1.8915446517633834
6157,3.111410300393169,2.25975206654486,2.9283816741329587,2.766514680356996,0.5677721558988724,1.8870176705737465
4973,2.967806705633376,3.122267395222954,2.5848694647335777,2.891647855196636,0.3582652869929174,1.8782948279151486
780,3.0,2.5098915899613714,3.09581917181461,2.868570253925327,0.3906183879021592,1.8773895075160598
6953,3.1142042734019637,2.8708810633008364,3.0311657942905743,3.0054170436644583,0.16221547340075154,1.8681364155589755
5419,3.111410300393169,1.423735911643316,2.5207524657388167,2.3519662259251004,1.1251162591665687,1.8612262392216876
3363,2.5784412104788634,3.1151781944188053,2.894124797249954,2.8625814007158747,0.3578246559599612,1.8606787028135092
5459,3.111410300393169,2.837719756741772,2.788099523557929,2.9124098602309565,0.21554051789015993,1.8336621232946377
575,1.9980434728769203,3.016613847610582,2.7427975660400885,2.5858182955091973,0.6790469164891079,1.8231097439011614
500,3.0,3.008165654469169,2.7263207060540484,2.911495453507739,0.18789663227674708,1.822055925015342
56757,3.0156745068299786,2.857333687935016,2.4946754391914805,2.7892278779854913,0.3473327117589987,1.8124698114948943
6550,3.1292381101764177,2.347471823286632,2.5207524657388167,2.6658207997339556,0.5211775245931906,1.8079634896776495
597,2.73371844277804,2.773236501200117,3.0404123712669437,2.8491224384150335,0.20446261899260243,1.791258510646061
2770,2.861144361982284,2.2904196821829546,2.9283816741329587,2.693315239432733,0.4253079946333361,1.786112341512974
6383,1.9830096361024656,2.765479900737404,2.9112532356914564,2.553247590843775,0.6188290663926606,1.7794801810633292
1377,3.0,2.2551716739059278,2.631775015889453,2.6289822299317933,0.49655221739604816,1.7760102249174952
1676,3.0,2.3699926568629346,2.619054880024059,2.663015845628998,0.42000489542471026,1.765811465547283
6534,2.5503403556936584,2.765479900737404,2.9283816741329587,2.748067310188007,0.2520275456262002,1.7496514043632843
1367,3.1142042734019637,1.841743989094088,1.29786484055639,2.0846043676841473,1.2108929552303824,1.7351198027026413
3623,2.7376107254010056,2.0938762879696773,2.773718277078509,2.535068430149731,0.4532279927392212,1.7023322551855269
3176,1.0,3.1805133358206854,1.4194795561808444,1.8666642973338432,1.4536755572137903,1.701468801285822
344,2.360074515202298,2.5196564081711603,2.8761251828994485,2.5852853687576354,0.3440337784647669,1.688784732640488
673,3.0,1.8098618330789005,1.33133712445272,2.047066319177207,1.11244191703152,1.6732165583189322
1302,2.380427449017346,2.636170325832178,0.5,1.8388659249498414,1.4241135505547853,1.672964975191819
357,2.5486069547522145,2.7646005931806084,2.579071605989613,2.6307597179741453,0.14399575895226252,1.6360541343653923
1876,2.5486069547522145,2.1978158636447724,2.5207524657388167,2.422391761378601,0.2338607274049614,1.546979347789145
1391,1.179667366108521,2.885038323721921,1.2672540209935477,1.7773199036079965,1.1369139717422665,1.5211575308617045
3826,1.9834809672013407,1.655935380393824,2.619054880024059,2.0861570758730745,0.6420796664201568,1.5085261120919073
2100,2.467087063888968,2.0679102977835324,1.8312387627469904,2.12207870813983,0.42389886742798516,1.442806771855092
19,2.3572805421935046,2.1532699821559422,2.2947364850765304,2.2684290031419923,0.13600704002504155,1.415460217895212
3101,1.6262976908176812,1.7034670851898468,1.6274241585499196,1.6523963115191493,0.05144626291477709,1.0120162920774003
